SR_WL	SR_Blue	SR_Green	SR_Red	SR_Pan	SR_NIR
630.0000000000	0.0000385627	0.0002806424	0.0113007790	0.0024843770	0.0000532630
631.0000000000	0.0000381846	0.0002772663	0.0115212883	0.0024735270	0.0000545090
632.0000000000	0.0000378066	0.0002738902	0.0117417977	0.0024626769	0.0000557549
633.0000000000	0.0000374286	0.0002705140	0.0119623070	0.0024518269	0.0000570008
634.0000000000	0.0000370506	0.0002671379	0.0121828164	0.0024409769	0.0000582468
635.0000000000	0.0000366726	0.0002637618	0.0124033257	0.0024301269	0.0000594927
636.0000000000	0.0000366212	0.0002662290	0.0124798058	0.0024211117	0.0000603591
637.0000000000	0.0000365698	0.0002686962	0.0125562859	0.0024120965	0.0000612256
638.0000000000	0.0000365184	0.0002711634	0.0126327661	0.0024030813	0.0000620920
639.0000000000	0.0000364670	0.0002736306	0.0127092462	0.0023940661	0.0000629584
640.0000000000	0.0000364155	0.0002760978	0.0127857263	0.0023850509	0.0000638249
641.0000000000	0.0000365886	0.0002763841	0.0128715987	0.0023706800	0.0000660474
642.0000000000	0.0000367616	0.0002766704	0.0129574712	0.0023563091	0.0000682698
643.0000000000	0.0000369346	0.0002769567	0.0130433437	0.0023419382	0.0000704923
644.0000000000	0.0000371076	0.0002772430	0.0131292161	0.0023275673	0.0000727148
645.0000000000	0.0000372806	0.0002775293	0.0132150886	0.0023131963	0.0000749373
646.0000000000	0.0000379851	0.0002707939	0.0133216901	0.0023124719	0.0000774973
647.0000000000	0.0000386896	0.0002640585	0.0134282917	0.0023117475	0.0000800574
648.0000000000	0.0000393941	0.0002573231	0.0135348932	0.0023110231	0.0000826174
649.0000000000	0.0000400986	0.0002505877	0.0136414948	0.0023102987	0.0000851775
650.0000000000	0.0000408031	0.0002438523	0.0137480963	0.0023095743	0.0000877375
651.0000000000	0.0000404438	0.0002325489	0.0137929918	0.0022975339	0.0000898547
652.0000000000	0.0000400846	0.0002212455	0.0138378872	0.0022854935	0.0000919718
653.0000000000	0.0000397253	0.0002099422	0.0138827826	0.0022734531	0.0000940889
654.0000000000	0.0000393661	0.0001986388	0.0139276781	0.0022614128	0.0000962061
655.0000000000	0.0000390068	0.0001873354	0.0139725735	0.0022493724	0.0000983232
656.0000000000	0.0000392415	0.0001796625	0.0139843354	0.0022461848	0.0001001041
657.0000000000	0.0000394761	0.0001719895	0.0139960972	0.0022429972	0.0001018850
658.0000000000	0.0000397108	0.0001643166	0.0140078591	0.0022398096	0.0001036658
659.0000000000	0.0000399454	0.0001566436	0.0140196210	0.0022366221	0.0001054467
660.0000000000	0.0000401801	0.0001489707	0.0140313828	0.0022334345	0.0001072276
661.0000000000	0.0000417784	0.0001457852	0.0140096881	0.0022284503	0.0001084302
662.0000000000	0.0000433768	0.0001425997	0.0139879935	0.0022234661	0.0001096327
663.0000000000	0.0000449751	0.0001394143	0.0139662988	0.0022184820	0.0001108353
664.0000000000	0.0000465735	0.0001362288	0.0139446041	0.0022134978	0.0001120378
665.0000000000	0.0000481718	0.0001330433	0.0139229094	0.0022085137	0.0001132404
666.0000000000	0.0000515645	0.0001331304	0.0138109229	0.0022169617	0.0001142674
667.0000000000	0.0000549572	0.0001332174	0.0136989364	0.0022254098	0.0001152944
668.0000000000	0.0000583499	0.0001333044	0.0135869499	0.0022338579	0.0001163215
669.0000000000	0.0000617426	0.0001333914	0.0134749634	0.0022423060	0.0001173485
670.0000000000	0.0000651352	0.0001334784	0.0133629769	0.0022507540	0.0001183756
671.0000000000	0.0000780561	0.0001333549	0.0131391160	0.0022479151	0.0001199037
672.0000000000	0.0000909770	0.0001332314	0.0129152550	0.0022450761	0.0001214319
673.0000000000	0.0001038979	0.0001331079	0.0126913941	0.0022422371	0.0001229600
674.0000000000	0.0001168188	0.0001329845	0.0124675332	0.0022393981	0.0001244881
675.0000000000	0.0001297396	0.0001328610	0.0122436722	0.0022365591	0.0001260163
676.0000000000	0.0001512009	0.0001297533	0.0119081840	0.0022330502	0.0001280910
677.0000000000	0.0001726622	0.0001266456	0.0115726958	0.0022295412	0.0001301658
678.0000000000	0.0001941234	0.0001235379	0.0112372076	0.0022260322	0.0001322405
679.0000000000	0.0002155847	0.0001204302	0.0109017193	0.0022225232	0.0001343152
680.0000000000	0.0002370460	0.0001173224	0.0105662311	0.0022190142	0.0001363900
681.0000000000	0.0002604492	0.0001123206	0.0101379531	0.0022236753	0.0001392951
682.0000000000	0.0002838524	0.0001073189	0.0097096750	0.0022283364	0.0001422003
683.0000000000	0.0003072555	0.0001023171	0.0092813969	0.0022329974	0.0001451055
684.0000000000	0.0003306587	0.0000973153	0.0088531189	0.0022376585	0.0001480106
685.0000000000	0.0003540619	0.0000923135	0.0084248408	0.0022423196	0.0001509158
686.0000000000	0.0003626205	0.0000860563	0.0079282326	0.0022355023	0.0001550451
687.0000000000	0.0003711791	0.0000797992	0.0074316243	0.0022286850	0.0001591743
688.0000000000	0.0003797377	0.0000735420	0.0069350161	0.0022218677	0.0001633036
689.0000000000	0.0003882962	0.0000672849	0.0064384078	0.0022150504	0.0001674329
690.0000000000	0.0003968548	0.0000610278	0.0059417996	0.0022082331	0.0001715622
691.0000000000	0.0003733605	0.0000575824	0.0055408845	0.0022181699	0.0001793845
692.0000000000	0.0003498662	0.0000541371	0.0051399695	0.0022281068	0.0001872067
693.0000000000	0.0003263720	0.0000506917	0.0047390545	0.0022380437	0.0001950290
694.0000000000	0.0003028777	0.0000472464	0.0043381395	0.0022479805	0.0002028513
695.0000000000	0.0002793834	0.0000438010	0.0039372245	0.0022579174	0.0002106735
696.0000000000	0.0002478355	0.0000415057	0.0036130038	0.0022534289	0.0002200705
697.0000000000	0.0002162877	0.0000392103	0.0032887831	0.0022489405	0.0002294674
698.0000000000	0.0001847398	0.0000369150	0.0029645624	0.0022444520	0.0002388644
699.0000000000	0.0001531920	0.0000346196	0.0026403417	0.0022399635	0.0002482613
700.0000000000	0.0001216442	0.0000323243	0.0023161210	0.0022354751	0.0002576583
701.0000000000	0.0001137551	0.0000316170	0.0021214785	0.0022266801	0.0002662513
702.0000000000	0.0001058660	0.0000309098	0.0019268361	0.0022178851	0.0002748443
703.0000000000	0.0000979768	0.0000302026	0.0017321936	0.0022090901	0.0002834373
704.0000000000	0.0000900877	0.0000294954	0.0015375511	0.0022002952	0.0002920304
705.0000000000	0.0000821986	0.0000287881	0.0013429086	0.0021915002	0.0003006234
706.0000000000	0.0000862643	0.0000288210	0.0012234689	0.0021891756	0.0003117204
707.0000000000	0.0000903299	0.0000288538	0.0011040291	0.0021868510	0.0003228174
708.0000000000	0.0000943955	0.0000288867	0.0009845894	0.0021845264	0.0003339144
709.0000000000	0.0000984611	0.0000289195	0.0008651496	0.0021822019	0.0003450114
710.0000000000	0.0001025268	0.0000289524	0.0007457099	0.0021798773	0.0003561084
711.0000000000	0.0001118172	0.0000313297	0.0006814428	0.0021808806	0.0003706341
712.0000000000	0.0001211077	0.0000337070	0.0006171757	0.0021818839	0.0003851597
713.0000000000	0.0001303981	0.0000360843	0.0005529086	0.0021828872	0.0003996854
714.0000000000	0.0001396886	0.0000384616	0.0004886416	0.0021838904	0.0004142111
715.0000000000	0.0001489790	0.0000408389	0.0004243745	0.0021848937	0.0004287367
716.0000000000	0.0001546247	0.0000451238	0.0004010976	0.0021861130	0.0004478969
717.0000000000	0.0001602704	0.0000494088	0.0003778207	0.0021873323	0.0004670571
718.0000000000	0.0001659161	0.0000536938	0.0003545438	0.0021885515	0.0004862173
719.0000000000	0.0001715618	0.0000579788	0.0003312669	0.0021897708	0.0005053775
720.0000000000	0.0001772074	0.0000622637	0.0003079900	0.0021909900	0.0005245377
721.0000000000	0.0001685505	0.0000651924	0.0003027313	0.0021866359	0.0005472430
722.0000000000	0.0001598937	0.0000681212	0.0002974726	0.0021822818	0.0005699482
723.0000000000	0.0001512368	0.0000710499	0.0002922139	0.0021779277	0.0005926535
724.0000000000	0.0001425799	0.0000739786	0.0002869551	0.0021735735	0.0006153587
725.0000000000	0.0001339230	0.0000769073	0.0002816964	0.0021692194	0.0006380640
726.0000000000	0.0001178666	0.0000769271	0.0002835284	0.0021785424	0.0006689196
727.0000000000	0.0001018103	0.0000769470	0.0002853604	0.0021878654	0.0006997751
728.0000000000	0.0000857539	0.0000769668	0.0002871924	0.0021971883	0.0007306307
729.0000000000	0.0000696976	0.0000769867	0.0002890244	0.0022065113	0.0007614862
730.0000000000	0.0000536412	0.0000770065	0.0002908564	0.0022158343	0.0007923418
731.0000000000	0.0000508106	0.0000730855	0.0002929504	0.0022162450	0.0008430420
732.0000000000	0.0000479799	0.0000691644	0.0002950444	0.0022166556	0.0008937422
733.0000000000	0.0000451492	0.0000652433	0.0002971384	0.0022170663	0.0009444425
734.0000000000	0.0000423186	0.0000613223	0.0002992324	0.0022174770	0.0009951427
735.0000000000	0.0000394879	0.0000574012	0.0003013264	0.0022178877	0.0010458429
736.0000000000	0.0000401727	0.0000534337	0.0002961273	0.0022258128	0.0011211199
737.0000000000	0.0000408575	0.0000494661	0.0002909283	0.0022337380	0.0011963968
738.0000000000	0.0000415423	0.0000454986	0.0002857292	0.0022416632	0.0012716738
739.0000000000	0.0000422270	0.0000415311	0.0002805301	0.0022495884	0.0013469508
740.0000000000	0.0000429118	0.0000375635	0.0002753310	0.0022575135	0.0014222277
741.0000000000	0.0000421227	0.0000353809	0.0002616741	0.0022623378	0.0015621146
742.0000000000	0.0000413336	0.0000331982	0.0002480172	0.0022671621	0.0017020015
743.0000000000	0.0000405445	0.0000310156	0.0002343603	0.0022719865	0.0018418885
744.0000000000	0.0000397554	0.0000288329	0.0002207034	0.0022768108	0.0019817754
745.0000000000	0.0000389663	0.0000266502	0.0002070465	0.0022816351	0.0021216623
746.0000000000	0.0000401272	0.0000256862	0.0001923609	0.0022928601	0.0023285480
747.0000000000	0.0000412881	0.0000247223	0.0001776753	0.0023040851	0.0025354337
748.0000000000	0.0000424491	0.0000237583	0.0001629897	0.0023153101	0.0027423194
749.0000000000	0.0000436100	0.0000227943	0.0001483041	0.0023265350	0.0029492051
750.0000000000	0.0000447709	0.0000218303	0.0001336186	0.0023377600	0.0031560908
751.0000000000	0.0000453314	0.0000227342	0.0001255062	0.0023393364	0.0033880061
752.0000000000	0.0000458918	0.0000236381	0.0001173939	0.0023409128	0.0036199215
753.0000000000	0.0000464523	0.0000245420	0.0001092815	0.0023424891	0.0038518368
754.0000000000	0.0000470127	0.0000254458	0.0001011691	0.0023440655	0.0040837522
755.0000000000	0.0000475732	0.0000263497	0.0000930568	0.0023456418	0.0043156675
756.0000000000	0.0000485364	0.0000272097	0.0000885465	0.0023327232	0.0045641505
757.0000000000	0.0000494995	0.0000280696	0.0000840362	0.0023198045	0.0048126334
758.0000000000	0.0000504627	0.0000289295	0.0000795259	0.0023068858	0.0050611163
759.0000000000	0.0000514259	0.0000297894	0.0000750156	0.0022939671	0.0053095992
760.0000000000	0.0000523890	0.0000306493	0.0000705053	0.0022810484	0.0055580822
761.0000000000	0.0000515157	0.0000302206	0.0000690702	0.0022871719	0.0058440561
762.0000000000	0.0000506423	0.0000297919	0.0000676352	0.0022932954	0.0061300300
763.0000000000	0.0000497689	0.0000293633	0.0000662002	0.0022994189	0.0064160039
764.0000000000	0.0000488955	0.0000289346	0.0000647652	0.0023055424	0.0067019778
765.0000000000	0.0000480221	0.0000285059	0.0000633302	0.0023116659	0.0069879517
766.0000000000	0.0000490042	0.0000290369	0.0000623472	0.0023098430	0.0072481471
767.0000000000	0.0000499862	0.0000295679	0.0000613642	0.0023080200	0.0075083425
768.0000000000	0.0000509683	0.0000300989	0.0000603812	0.0023061971	0.0077685378
769.0000000000	0.0000519504	0.0000306299	0.0000593982	0.0023043742	0.0080287332
770.0000000000	0.0000529325	0.0000311608	0.0000584152	0.0023025512	0.0082889285
771.0000000000	0.0000530232	0.0000317288	0.0000594360	0.0022967117	0.0083818180
772.0000000000	0.0000531140	0.0000322967	0.0000604569	0.0022908722	0.0084747074
773.0000000000	0.0000532048	0.0000328646	0.0000614778	0.0022850327	0.0085675968
774.0000000000	0.0000532955	0.0000334325	0.0000624986	0.0022791932	0.0086604863
775.0000000000	0.0000533863	0.0000340004	0.0000635195	0.0022733537	0.0087533757
776.0000000000	0.0000517627	0.0000351718	0.0000650255	0.0022681961	0.0087483779
777.0000000000	0.0000501391	0.0000363431	0.0000665316	0.0022630384	0.0087433801
778.0000000000	0.0000485155	0.0000375145	0.0000680376	0.0022578808	0.0087383823
779.0000000000	0.0000468919	0.0000386859	0.0000695436	0.0022527232	0.0087333846
780.0000000000	0.0000452683	0.0000398572	0.0000710497	0.0022475656	0.0087283868
781.0000000000	0.0000460999	0.0000395948	0.0000737278	0.0022409694	0.0086811881
782.0000000000	0.0000469315	0.0000393325	0.0000764059	0.0022343731	0.0086339894
783.0000000000	0.0000477631	0.0000390701	0.0000790840	0.0022277769	0.0085867906
784.0000000000	0.0000485947	0.0000388077	0.0000817621	0.0022211807	0.0085395919
785.0000000000	0.0000494263	0.0000385453	0.0000844402	0.0022145844	0.0084923932
786.0000000000	0.0000488006	0.0000396919	0.0000862557	0.0022101512	0.0084307667
787.0000000000	0.0000481749	0.0000408385	0.0000880711	0.0022057180	0.0083691401
788.0000000000	0.0000475492	0.0000419852	0.0000898866	0.0022012848	0.0083075136
789.0000000000	0.0000469235	0.0000431318	0.0000917020	0.0021968516	0.0082458870
790.0000000000	0.0000462978	0.0000442784	0.0000935175	0.0021924184	0.0081842604
791.0000000000	0.0000462359	0.0000437666	0.0000922159	0.0021811339	0.0081245520
792.0000000000	0.0000461740	0.0000432547	0.0000909142	0.0021698494	0.0080648435
793.0000000000	0.0000461121	0.0000427429	0.0000896126	0.0021585649	0.0080051351
794.0000000000	0.0000460502	0.0000422311	0.0000883109	0.0021472804	0.0079454266
795.0000000000	0.0000459882	0.0000417192	0.0000870093	0.0021359959	0.0078857182
796.0000000000	0.0000455382	0.0000410563	0.0000821095	0.0021341934	0.0078312419
797.0000000000	0.0000450882	0.0000403933	0.0000772096	0.0021323909	0.0077767656
798.0000000000	0.0000446381	0.0000397303	0.0000723098	0.0021305883	0.0077222892
799.0000000000	0.0000441881	0.0000390674	0.0000674100	0.0021287858	0.0076678129
800.0000000000	0.0000437381	0.0000384044	0.0000625102	0.0021269833	0.0076133366
801.0000000000	0.0000446394	0.0000377551	0.0000586037	0.0021318322	0.0075814318
802.0000000000	0.0000455408	0.0000371059	0.0000546971	0.0021366812	0.0075495270
803.0000000000	0.0000464421	0.0000364566	0.0000507905	0.0021415302	0.0075176222
804.0000000000	0.0000473434	0.0000358073	0.0000468840	0.0021463792	0.0074857174
805.0000000000	0.0000482448	0.0000351581	0.0000429774	0.0021512281	0.0074538127
806.0000000000	0.0000483661	0.0000346231	0.0000419737	0.0021526608	0.0074304718
807.0000000000	0.0000484874	0.0000340882	0.0000409700	0.0021540935	0.0074071310
808.0000000000	0.0000486088	0.0000335533	0.0000399663	0.0021555261	0.0073837902
809.0000000000	0.0000487301	0.0000330184	0.0000389626	0.0021569588	0.0073604494
810.0000000000	0.0000488514	0.0000324835	0.0000379589	0.0021583915	0.0073371086
811.0000000000	0.0000495295	0.0000321247	0.0000372000	0.0021584229	0.0073266520
812.0000000000	0.0000502076	0.0000317660	0.0000364411	0.0021584544	0.0073161954
813.0000000000	0.0000508857	0.0000314073	0.0000356822	0.0021584859	0.0073057388
814.0000000000	0.0000515638	0.0000310486	0.0000349233	0.0021585173	0.0072952821
815.0000000000	0.0000522419	0.0000306899	0.0000341644	0.0021585488	0.0072848255
816.0000000000	0.0000527178	0.0000306446	0.0000342658	0.0021630100	0.0072732939
817.0000000000	0.0000531937	0.0000305992	0.0000343672	0.0021674713	0.0072617624
818.0000000000	0.0000536696	0.0000305538	0.0000344685	0.0021719325	0.0072502308
819.0000000000	0.0000541455	0.0000305085	0.0000345699	0.0021763938	0.0072386992
820.0000000000	0.0000546214	0.0000304631	0.0000346713	0.0021808551	0.0072271676
821.0000000000	0.0000553759	0.0000306627	0.0000347081	0.0021641545	0.0072179082
822.0000000000	0.0000561305	0.0000308622	0.0000347450	0.0021474539	0.0072086488
823.0000000000	0.0000568850	0.0000310618	0.0000347818	0.0021307533	0.0071993895
824.0000000000	0.0000576395	0.0000312614	0.0000348187	0.0021140527	0.0071901301
825.0000000000	0.0000583940	0.0000314609	0.0000348555	0.0020973521	0.0071808707
826.0000000000	0.0000587794	0.0000316484	0.0000345258	0.0021024349	0.0071574382
827.0000000000	0.0000591648	0.0000318360	0.0000341960	0.0021075177	0.0071340056
828.0000000000	0.0000595501	0.0000320235	0.0000338663	0.0021126005	0.0071105731
829.0000000000	0.0000599355	0.0000322110	0.0000335365	0.0021176832	0.0070871406
830.0000000000	0.0000603208	0.0000323985	0.0000332067	0.0021227660	0.0070637081
831.0000000000	0.0000607891	0.0000325785	0.0000339072	0.0021257496	0.0070241487
832.0000000000	0.0000612574	0.0000327584	0.0000346076	0.0021287331	0.0069845893
833.0000000000	0.0000617256	0.0000329383	0.0000353081	0.0021317166	0.0069450299
834.0000000000	0.0000621939	0.0000331182	0.0000360085	0.0021347001	0.0069054705
835.0000000000	0.0000626622	0.0000332982	0.0000367089	0.0021376837	0.0068659111
836.0000000000	0.0000623631	0.0000340987	0.0000362269	0.0021403866	0.0068048068
837.0000000000	0.0000620641	0.0000348993	0.0000357449	0.0021430895	0.0067437024
838.0000000000	0.0000617651	0.0000356998	0.0000352629	0.0021457925	0.0066825981
839.0000000000	0.0000614660	0.0000365003	0.0000347809	0.0021484954	0.0066214937
840.0000000000	0.0000611670	0.0000373009	0.0000342989	0.0021511984	0.0065603893
841.0000000000	0.0000634496	0.0000387711	0.0000347686	0.0021405396	0.0064808095
842.0000000000	0.0000657323	0.0000402413	0.0000352383	0.0021298809	0.0064012296
843.0000000000	0.0000680149	0.0000417116	0.0000357079	0.0021192222	0.0063216498
844.0000000000	0.0000702976	0.0000431818	0.0000361776	0.0021085635	0.0062420699
845.0000000000	0.0000725802	0.0000446520	0.0000366473	0.0020979048	0.0061624901
846.0000000000	0.0000720782	0.0000459670	0.0000363433	0.0021005320	0.0061173853
847.0000000000	0.0000715761	0.0000472820	0.0000360393	0.0021031593	0.0060722804
848.0000000000	0.0000710741	0.0000485970	0.0000357354	0.0021057866	0.0060271756
849.0000000000	0.0000705720	0.0000499120	0.0000354314	0.0021084138	0.0059820707
850.0000000000	0.0000700700	0.0000512270	0.0000351274	0.0021110411	0.0059369659
851.0000000000	0.0000732067	0.0000548940	0.0000353885	0.0020950598	0.0058864531
852.0000000000	0.0000763433	0.0000585610	0.0000356496	0.0020790785	0.0058359404
853.0000000000	0.0000794800	0.0000622280	0.0000359107	0.0020630973	0.0057854277
854.0000000000	0.0000826166	0.0000658950	0.0000361718	0.0020471160	0.0057349149
855.0000000000	0.0000857533	0.0000695620	0.0000364329	0.0020311347	0.0056844022
856.0000000000	0.0000853728	0.0000713751	0.0000361751	0.0020326328	0.0056209492
857.0000000000	0.0000849923	0.0000731881	0.0000359173	0.0020341310	0.0055574963
858.0000000000	0.0000846119	0.0000750012	0.0000356595	0.0020356291	0.0054940433
859.0000000000	0.0000842314	0.0000768142	0.0000354017	0.0020371272	0.0054305904
860.0000000000	0.0000838509	0.0000786272	0.0000351439	0.0020386254	0.0053671374
861.0000000000	0.0000835386	0.0000812048	0.0000347001	0.0020129011	0.0052861234
862.0000000000	0.0000832263	0.0000837824	0.0000342564	0.0019871768	0.0052051094
863.0000000000	0.0000829140	0.0000863599	0.0000338126	0.0019614525	0.0051240955
864.0000000000	0.0000826017	0.0000889375	0.0000333689	0.0019357282	0.0050430815
865.0000000000	0.0000822894	0.0000915151	0.0000329251	0.0019100039	0.0049620675
866.0000000000	0.0000813705	0.0000917677	0.0000330033	0.0019122120	0.0049004333
867.0000000000	0.0000804517	0.0000920202	0.0000330815	0.0019144201	0.0048387991
868.0000000000	0.0000795329	0.0000922728	0.0000331597	0.0019166282	0.0047771649
869.0000000000	0.0000786141	0.0000925254	0.0000332380	0.0019188363	0.0047155307
870.0000000000	0.0000776953	0.0000927780	0.0000333162	0.0019210444	0.0046538965
871.0000000000	0.0000773949	0.0000924614	0.0000328642	0.0019061413	0.0045839098
872.0000000000	0.0000770945	0.0000921448	0.0000324123	0.0018912381	0.0045139230
873.0000000000	0.0000767942	0.0000918282	0.0000319604	0.0018763349	0.0044439363
874.0000000000	0.0000764938	0.0000915116	0.0000315085	0.0018614318	0.0043739495
875.0000000000	0.0000761934	0.0000911950	0.0000310566	0.0018465286	0.0043039628
876.0000000000	0.0000760887	0.0000903390	0.0000307962	0.0018326270	0.0042084573
877.0000000000	0.0000759840	0.0000894830	0.0000305359	0.0018187254	0.0041129518
878.0000000000	0.0000758793	0.0000886270	0.0000302756	0.0018048239	0.0040174463
879.0000000000	0.0000757746	0.0000877710	0.0000300153	0.0017909223	0.0039219408
880.0000000000	0.0000756699	0.0000869150	0.0000297550	0.0017770207	0.0038264353
881.0000000000	0.0000756385	0.0000856250	0.0000293740	0.0017707629	0.0036765859
882.0000000000	0.0000756071	0.0000843350	0.0000289931	0.0017645051	0.0035267366
883.0000000000	0.0000755757	0.0000830450	0.0000286122	0.0017582472	0.0033768872
884.0000000000	0.0000755443	0.0000817549	0.0000282313	0.0017519894	0.0032270378
885.0000000000	0.0000755129	0.0000804649	0.0000278504	0.0017457316	0.0030771885
886.0000000000	0.0000758849	0.0000796998	0.0000275322	0.0017302995	0.0029437335
887.0000000000	0.0000762569	0.0000789348	0.0000272140	0.0017148675	0.0028102785
888.0000000000	0.0000766290	0.0000781697	0.0000268959	0.0016994355	0.0026768235
889.0000000000	0.0000770010	0.0000774046	0.0000265777	0.0016840035	0.0025433685
890.0000000000	0.0000773731	0.0000766395	0.0000262596	0.0016685714	0.0024099135
891.0000000000	0.0000785964	0.0000764286	0.0000266454	0.0016640541	0.0023158655
892.0000000000	0.0000798197	0.0000762177	0.0000270312	0.0016595367	0.0022218176
893.0000000000	0.0000810430	0.0000760069	0.0000274170	0.0016550193	0.0021277697
894.0000000000	0.0000822663	0.0000757960	0.0000278028	0.0016505019	0.0020337217
895.0000000000	0.0000834897	0.0000755851	0.0000281886	0.0016459846	0.0019396738
896.0000000000	0.0000867212	0.0000757961	0.0000285363	0.0016279278	0.0018326235
897.0000000000	0.0000899527	0.0000760071	0.0000288840	0.0016098711	0.0017255731
898.0000000000	0.0000931842	0.0000762181	0.0000292317	0.0015918144	0.0016185228
899.0000000000	0.0000964157	0.0000764291	0.0000295793	0.0015737576	0.0015114725
900.0000000000	0.0000996472	0.0000766401	0.0000299270	0.0015557009	0.0014044222
901.0000000000	0.0001039083	0.0000770867	0.0000308252	0.0015465029	0.0013276026
902.0000000000	0.0001081694	0.0000775332	0.0000317233	0.0015373049	0.0012507830
903.0000000000	0.0001124305	0.0000779798	0.0000326215	0.0015281069	0.0011739634
904.0000000000	0.0001166916	0.0000784263	0.0000335197	0.0015189089	0.0010971438
905.0000000000	0.0001209527	0.0000788729	0.0000344179	0.0015097109	0.0010203241
906.0000000000	0.0001253459	0.0000794361	0.0000353856	0.0015054988	0.0009633153
907.0000000000	0.0001297391	0.0000799992	0.0000363533	0.0015012866	0.0009063065
908.0000000000	0.0001341323	0.0000805624	0.0000373210	0.0014970745	0.0008492977
909.0000000000	0.0001385254	0.0000811255	0.0000382887	0.0014928624	0.0007922888
910.0000000000	0.0001429186	0.0000816887	0.0000392564	0.0014886502	0.0007352800
911.0000000000	0.0001452085	0.0000817939	0.0000392272	0.0014798612	0.0007058346
912.0000000000	0.0001474983	0.0000818991	0.0000391979	0.0014710722	0.0006763892
913.0000000000	0.0001497882	0.0000820043	0.0000391687	0.0014622831	0.0006469438
914.0000000000	0.0001520780	0.0000821095	0.0000391395	0.0014534941	0.0006174985
915.0000000000	0.0001543679	0.0000822147	0.0000391102	0.0014447051	0.0005880531
916.0000000000	0.0001555740	0.0000814404	0.0000383465	0.0014228171	0.0005419662
917.0000000000	0.0001567800	0.0000806661	0.0000375828	0.0014009292	0.0004958794
918.0000000000	0.0001579861	0.0000798918	0.0000368190	0.0013790412	0.0004497926
919.0000000000	0.0001591922	0.0000791175	0.0000360553	0.0013571532	0.0004037058
920.0000000000	0.0001603982	0.0000783432	0.0000352915	0.0013352653	0.0003576190
921.0000000000	0.0001556381	0.0000762016	0.0000325321	0.0013181557	0.0003219525
922.0000000000	0.0001508779	0.0000740600	0.0000297726	0.0013010461	0.0002862860
923.0000000000	0.0001461177	0.0000719184	0.0000270131	0.0012839366	0.0002506195
924.0000000000	0.0001413576	0.0000697768	0.0000242537	0.0012668270	0.0002149530
925.0000000000	0.0001365974	0.0000676352	0.0000214942	0.0012497175	0.0001792865
926.0000000000	0.0001316076	0.0000653858	0.0000204405	0.0012411053	0.0001671237
927.0000000000	0.0001266179	0.0000631365	0.0000193867	0.0012324931	0.0001549609
928.0000000000	0.0001216281	0.0000608871	0.0000183330	0.0012238809	0.0001427982
929.0000000000	0.0001166384	0.0000586377	0.0000172792	0.0012152688	0.0001306354
930.0000000000	0.0001116486	0.0000563883	0.0000162254	0.0012066566	0.0001184726
931.0000000000	0.0001072681	0.0000544716	0.0000160118	0.0011898285	0.0001123409
932.0000000000	0.0001028876	0.0000525549	0.0000157981	0.0011730003	0.0001062091
933.0000000000	0.0000985070	0.0000506381	0.0000155845	0.0011561722	0.0001000773
934.0000000000	0.0000941265	0.0000487214	0.0000153708	0.0011393441	0.0000939456
935.0000000000	0.0000897460	0.0000468047	0.0000151572	0.0011225159	0.0000878138
936.0000000000	0.0000865553	0.0000452263	0.0000148741	0.0011066129	0.0000838563
937.0000000000	0.0000833647	0.0000436480	0.0000145911	0.0010907098	0.0000798988
938.0000000000	0.0000801741	0.0000420696	0.0000143080	0.0010748068	0.0000759414
939.0000000000	0.0000769835	0.0000404912	0.0000140250	0.0010589037	0.0000719839
940.0000000000	0.0000737928	0.0000389129	0.0000137420	0.0010430006	0.0000680264
941.0000000000	0.0000714179	0.0000373650	0.0000137292	0.0010380037	0.0000655953
942.0000000000	0.0000690430	0.0000358172	0.0000137164	0.0010330068	0.0000631642
943.0000000000	0.0000666680	0.0000342693	0.0000137036	0.0010280099	0.0000607330
944.0000000000	0.0000642931	0.0000327215	0.0000136908	0.0010230130	0.0000583019
945.0000000000	0.0000619181	0.0000311736	0.0000136780	0.0010180161	0.0000558708
946.0000000000	0.0000598953	0.0000303196	0.0000138465	0.0010024540	0.0000540908
947.0000000000	0.0000578725	0.0000294656	0.0000140151	0.0009868918	0.0000523108
948.0000000000	0.0000558496	0.0000286116	0.0000141836	0.0009713297	0.0000505308
949.0000000000	0.0000538268	0.0000277576	0.0000143521	0.0009557676	0.0000487508
950.0000000000	0.0000518039	0.0000269036	0.0000145206	0.0009402055	0.0000469707
951.0000000000	0.0000499899	0.0000256063	0.0000138982	0.0009256050	0.0000455508
952.0000000000	0.0000481758	0.0000243089	0.0000132759	0.0009110046	0.0000441310
953.0000000000	0.0000463617	0.0000230116	0.0000126535	0.0008964041	0.0000427111
954.0000000000	0.0000445476	0.0000217142	0.0000120312	0.0008818036	0.0000412912
955.0000000000	0.0000427336	0.0000204169	0.0000114088	0.0008672031	0.0000398713
956.0000000000	0.0000403851	0.0000197044	0.0000114511	0.0008505784	0.0000379959
957.0000000000	0.0000380366	0.0000189920	0.0000114935	0.0008339536	0.0000361204
958.0000000000	0.0000356881	0.0000182796	0.0000115358	0.0008173289	0.0000342450
959.0000000000	0.0000333396	0.0000175672	0.0000115781	0.0008007041	0.0000323695
960.0000000000	0.0000309911	0.0000168547	0.0000116204	0.0007840794	0.0000304941
961.0000000000	0.0000298512	0.0000164728	0.0000113069	0.0007757394	0.0000293101
